source,source_id,name,aliases,raw_classes,piru_category,default_route,routes,units,dose_threshold,dose_light,dose_common,dose_strong,dose_heavy,onset,peak,total_duration,half_life_min,mechanism_summary,effects,indications,contraindications,regulatory_status,cas_no,chemical_formula,tags,sources_count,notes
nps-datahub,401536c5-f11e-40b8-80a4-e49c042dbaab,Bifeprunox,"7-[4-[(3-phenylphenyl)methyl]piperazin-1-yl]-3H-1,3-benzoxazol-2-one",,Other,,,,,,,,,,,,,,,,,,350992-10-8,C24H23N3O2,Small molecule; Bifeprunox - C24H23N3O2 - 350992-10-8,,"7-[4-[(3-phenylphenyl)methyl]piperazin-1-yl]-3H-1,3-benzoxazol-2-one"
nps-datahub,085362cb-a1ec-4e57-b3a7-becf488b3cdf,Blonanserin,"Cycloocta(b)pyridine, 2-(4-ethyl-1-piperazinyl)-4-(4-fluorophenyl)-5,6,7,8,9,10-hexahydro-; 2-(4-ethylpiperazin-1-yl)-4-(4-fluorophenyl)-5,6,7,8,9,10-hexahydrocycloocta[b]pyridine",,Other,,,,,,,,,,,,,,,,,,132810-10-7,C23H30FN3,Small molecule; Blonanserin - C23H30FN3 - 132810-10-7,,"2-(4-ethylpiperazin-1-yl)-4-(4-fluorophenyl)-5,6,7,8,9,10-hexahydrocycloocta[b]pyridine"
nps-datahub,19a42784-1ffd-4290-90d7-3c33fc146914,Brilaroxazine,"6-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy]-4H-1,4-benzoxazin-3-one",,Other,,,,,,,,,,,,,,,,,,1239729-06-6,C22H25Cl2N3O3,Small molecule; Brilaroxazine - C22H25Cl2N3O3 - 1239729-06-6,,"6-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy]-4H-1,4-benzoxazin-3-one"
nps-datahub,41680aea-95b5-4339-9407-0fc6c773eeef,Cariprazine,"N′-[trans-4-[2-[4-(2,3-dichlorophenyl)-1-piperazinyl]ethyl]cyclohexyl]-N,N-dimethyl-urea; 3,3-dimethyl-1-[(1r,4r)-4-{2-[4-(2,3-dichlorophenyl)piperazin-1-yl]ethyl}cyclohexyl]urea",,Other,,,,,,,,,,,,,,,,,,839712-12-8,C21H32Cl2N4O,Small molecule; Cariprazine - C21H32Cl2N4O - 839712-12-8,,"N′-[trans-4-[2-[4-(2,3-dichlorophenyl)-1-piperazinyl]ethyl]cyclohexyl]-N,N-dimethyl-urea"
nps-datahub,8d0a3faa-a67e-4a97-942d-c4804987e356,Carpipramine,"carpipramine; 5H-Dibenz(b,f)azepine, 10,11-dihydro-5-(3-(4-piperidino-4-carbamoylpiperidino)propyl)-",,Other,,,,,,,,,,,,,,,,,,5942-95-0,C28H38N4O,Small molecule; Carpipramine - C28H38N4O - 5942-95-0,,"1-[3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]-4-piperidin-1-ylpiperidine-4-carboxamide"
nps-datahub,71939000-097c-4037-98d3-a48e049cd41e,Clocapramine,"3-Chlorocarpipramine; 1-[3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]-4-piperidin-1-ylpiperidine-4-carboxamide",,Other,,,,,,,,,,,,,,,,,,47739-98-0,C28H37ClN4O,Small molecule; Clocapramine - C28H37ClN4O - 47739-98-0,,"1-[3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]-4-piperidin-1-ylpiperidine-4-carboxamide"
nps-datahub,942f6ce9-f7a0-461e-810a-9bc634283508,Gevotroline,"8-fluoro-2-(3-pyridin-3-ylpropyl)-1,3,4,5-tetrahydropyrido[4,3-b]indole",,Other,,,,,,,,,,,,,,,,,,107266-06-8,C19H20FN3,Small molecule; Gevotroline - C19H20FN3 - 107266-06-8,,"8-fluoro-2-(3-pyridin-3-ylpropyl)-1,3,4,5-tetrahydropyrido[4,3-b]indole"
nps-datahub,935e5e40-2d97-48db-a1fe-85711fab7f01,3Cl-PCP,1-[1-(3-chlorophenyl)cyclohexyl]piperidine; 1‐[1‐(3‐chlorophenyl)cyclohexyl]piperidine,Arylcyclohexylamines; 2021/6. Von Arylcyclohexylamin abgeleitete Verbindungen; 2022/6. Von Arylcyclohexylamin abgeleitete Verbindungen,Dissociative,,,,,,,,,,,,,,,,,,,C17H24ClN,Arylcyclohexylamines; 2021/6. Von Arylcyclohexylamin abgeleitete Verbindungen; 2022/6. Von Arylcyclohexylamin abgeleitete Verbindungen; Small molecule; 3Cl-PCP - C17H24ClN,,1-[1-(3-chlorophenyl)cyclohexyl]piperidine
nps-datahub,bf399174-2b2a-4ee6-bd75-698c46301ad0,A-D2PV,"1,2-di(phenyl)-2-pyrrolidin-1-ylethanone; 1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-one",Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,27590-61-0,C18H19NO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; A-D2PV - C18H19NO - 27590-61-0,,"1,2-di(phenyl)-2-pyrrolidin-1-ylethanone"
nps-datahub,dd9b2c8d-e201-42f6-8019-b1a93399d2ce,1-[(4-fluorophenyl)methyl]-N-(2-phenylpropan-2-yl)indazole-3-carboxamide,CUMYL-FUBINACA,"2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Other,,,,,,,,,,,,,,,,,,,C24H22FN3O,"2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; 1-[(4-fluorophenyl)methyl]-N-(2-phenylpropan-2-yl)indazole-3-carboxamide - C24H22FN3O",,1-[(4-fluorophenyl)methyl]-N-(2-phenylpropan-2-yl)indazole-3-carboxamide
nps-datahub,672629e3-9f56-443b-aa76-fc2754c8007a,Zomaril,"Iloperidone; 1-[4-[3-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]propoxy]-3-methoxyphenyl]ethanone",,Other,,,,,,,,,,,,,,,,,,133454-47-4,C24H27FN2O4,Small molecule; Zomaril - C24H27FN2O4 - 133454-47-4,,"1-[4-[3-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]propoxy]-3-methoxyphenyl]ethanone"
nps-datahub,4e043014-5dee-443b-9da1-f6b3ad011417,4'-Fluoro-4-(4-methylpiperidino)butyrophenone,Melperone; Metylperon,,Other,,,,,,,,,,,,,,,,,,3575-80-2,C16H22FNO,Small molecule; 4'-Fluoro-4-(4-methylpiperidino)butyrophenone - C16H22FNO - 3575-80-2,,1-(4-fluorophenyl)-4-(4-methylpiperidin-1-yl)butan-1-one
nps-datahub,92aeaee7-caa4-4437-8845-d7ea1e49c9d2,Mosapramine,"1'-[3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]spiro[1,5,6,7,8,8a-hexahydroimidazo[1,2-a]pyridine-3,4'-piperidine]-2-one; 1'-[3-(9-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]spiro[1,5,6,7,8,8a-hexahydroimidazo[1,2-a]pyridine-3,4'-piperidine]-2-one",,Other,,,,,,,,,,,,,,,,,,89419-40-9,C28H35ClN4O,Small molecule; Mosapramine - C28H35ClN4O - 89419-40-9,,"1'-[3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]spiro[1,5,6,7,8,8a-hexahydroimidazo[1,2-a]pyridine-3,4'-piperidine]-2-one"
nps-datahub,1bdecd49-b704-400b-9d4e-743f48a6a9b1,Nemonapride,N-(1-benzyl-2-methylpyrrolidin-3-yl)-5-chloro-2-methoxy-4-(methylamino)benzamide; ''N''-(1-benzyl-2-methylpyrrolidin-3-yl)-5-chloro-2-methoxy-4-(methylamino)benzamide,,Other,,,,,,,,,,,,,,,,,,75272-39-8,C21H26ClN3O2,Small molecule; Nemonapride - C21H26ClN3O2 - 75272-39-8,,N-(1-benzyl-2-methylpyrrolidin-3-yl)-5-chloro-2-methoxy-4-(methylamino)benzamide
nps-datahub,8654164a-25e0-4eb4-b52e-98717a0ff42e,Pimavanserin,Pimanavserin; N-[(4-fluorophenyl)methyl]-N-(1-methyl-4-piperidinyl)-N'-[[4-(2-methylpropoxy)phenyl]methyl]-urea,,Other,,,,,,,,,,,,,,,,,,706779-91-1,C25H34FN3O2,Small molecule; Pimavanserin - C25H34FN3O2 - 706779-91-1,,N-[(4-fluorophenyl)methyl]-N-(1-methyl-4-piperidinyl)-N'-[[4-(2-methylpropoxy)phenyl]methyl]-urea
nps-datahub,f8e00151-b157-4092-9a7e-bbecd21a574d,Piquindone,"Ro 22-1319; (4aS,8aS)-3-ethyl-2,6-dimethyl-4a,5,7,8,8a,9-hexahydro-1H-pyrido[3,4-f]indol-4-one",,Other,,,,,,,,,,,,,,,,,,78541-97-6,C15H22N2O,Small molecule; Piquindone - C15H22N2O - 78541-97-6,,"(4aS,8aS)-3-ethyl-2,6-dimethyl-4a,5,7,8,8a,9-hexahydro-1H-pyrido[3,4-f]indol-4-one"
nps-datahub,1c1f42ed-fb09-4ccd-b5cb-06696bdb33a4,Remoxipride,"Benzamide, 3-bromo-N-[(1-ethyl-2-pyrrolidinyl)methyl]-2,6-dimethoxy-, (S)-; Benzamide, 3-bromo-2,6-dimethoxy-N-((1-ethyl-2-pyrrolidinyl)methyl)-, (S)-",,Other,,,,,,,,,,,,,,,,,,80125-14-0,C16H23BrN2O3,Small molecule; Remoxipride - C16H23BrN2O3 - 80125-14-0,,"3-bromo-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2,6-dimethoxybenzamide"
nps-datahub,403e77a9-bdbb-41b1-99d6-8ce9410e796b,Sertindole,1-[2-[4-[5-chloro-1-(4-fluorophenyl)-indol-3-yl]-1-piperidyl]ethyl]imidazolidin-2-one; 1-[2-[4-[5-chloro-1-(4-fluorophenyl)indol-3-yl]piperidin-1-yl]ethyl]imidazolidin-2-one,,Other,,,,,,,,,,,,,,,,,,106516-24-9,C24H26ClFN4O,Small molecule; Sertindole - C24H26ClFN4O - 106516-24-9,,1-[2-[4-[5-chloro-1-(4-fluorophenyl)-indol-3-yl]-1-piperidyl]ethyl]imidazolidin-2-one
nps-datahub,346730c2-713e-4fde-a20a-a16a8553ec8a,Abilit,Dobren; Trilan,,Other,,,,,,,,,,,,,,,,,,15676-16-1,C15H23N3O4S,Small molecule; Abilit - C15H23N3O4S - 15676-16-1,,N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide
nps-datahub,ec9b8c18-1027-4197-85a3-ddc8b575ebb1,Sultopride,N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide,,Other,,,,,,,,,,,,,,,,,,53583-79-2,C17H26N2O4S,Small molecule; Sultopride - C17H26N2O4S - 53583-79-2,,N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide
nps-datahub,a463b74b-b066-46fc-90ac-821ff4e9b0b8,N-(2-(Diethylamino)ethyl)-5-(methylsulfonyl)-o-anisamide,Tiapride; N-[2-(diethylamino)ethyl]-2-methoxy-5-methylsulfonylbenzamide,,Other,,,,,,,,,,,,,,,,,,51012-32-9,C15H24N2O4S,Small molecule; N-(2-(Diethylamino)ethyl)-5-(methylsulfonyl)-o-anisamide - C15H24N2O4S - 51012-32-9,,N-[2-(diethylamino)ethyl]-2-methoxy-5-methylsulfonylbenzamide
nps-datahub,9715d7a7-925d-43f1-9b2e-c68021baccfa,Zicronapine,"4-[(1R,3S)-6-chloro-3-phenyl-2,3-dihydro-1H-inden-1-yl]-1,2,2-trimethylpiperazine",,Other,,,,,,,,,,,,,,,,,,170381-16-5,C22H27ClN2,Small molecule; Zicronapine - C22H27ClN2 - 170381-16-5,,"4-[(1R,3S)-6-chloro-3-phenyl-2,3-dihydro-1H-inden-1-yl]-1,2,2-trimethylpiperazine"
nps-datahub,ee99ad98-556e-4aad-97c5-fac0e4b6d818,α-Cyclohexyl-α-phenyl-1-pyrrolidinepropanol,"1-Pyrrolidinepropanol, α-cyclohexyl-α-phenyl-; Spamol",,Other,,,,,,,,,,,,,,,,,,77-37-2,C19H30ClNO,Small molecule; α-Cyclohexyl-α-phenyl-1-pyrrolidinepropanol - C19H30ClNO - 77-37-2,,1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol
nps-datahub,740e8c2a-44ca-4b87-90d3-bafc04f51a55,Valbenazine,"valbenazine; L-valine, (2R,3R,11bR)-1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-3-(2-methylpropyl)-2H-benzo[a]quinolizin-2-yl ester",,Other,,,,,,,,,,,,,,,,,,1025504-45-3,C24H38N2O4,Small molecule; Valbenazine - C24H38N2O4 - 1025504-45-3,,"L-valine, (2R,3R,11bR)-1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-3-(2-methylpropyl)-2H-benzo[a]quinolizin-2-yl ester"
nps-datahub,c6601693-04b4-41cc-8db8-621c6e04b2c1,SV-1522,WY-1172; Acetacin,,Other,,,,,,,,,,,,,,,,,,61-00-7,C19H22N2OS,Small molecule; SV-1522 - C19H22N2OS - 61-00-7,,1-[10-(3-dimethylaminopropyl)phenothiazin-2-yl]ethanone
nps-datahub,edce90b2-9f40-465e-89e4-5418c1a7d62c,R-1929,"Azaperone; Butyrophenone, 4'-fluoro-4-[4-(2-pyridyl)-1-piperazinyl]-",Others,Other,,,,,,,,,,,,,,,,,,1649-18-9,C19H22FN3O,Others; Small molecule; R-1929 - C19H22FN3O - 1649-18-9,,1-(4-fluorophenyl)-4-(4-pyridin-2-ylpiperazin-1-yl)butan-1-one
nps-datahub,1628e844-82f7-4368-a6e1-ac32cd9c2ae7,"Phenothiazine, 2-chloro-10-[3-(dimethylamino)propyl]-","CPZ; Phenothiazine, 2-chloro-10-(3-(dimethylamino)propyl)-",,Other,,,,,,,,,,,,,,,,,,50-53-3,C17H19ClN2S,"Small molecule; Phenothiazine, 2-chloro-10-[3-(dimethylamino)propyl]- - C17H19ClN2S - 50-53-3",,"3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine"
nps-datahub,9581e54a-dd0b-4fc7-9cc9-9142e032a817,Desmethoxyfallypride,5-(3-fluoropropyl)-2-methoxy-N-[[(2S)-1-prop-2-enylpyrrolidin-2-yl]methyl]benzamide; 5-(3-[[Fluorine-18|18F]]-fluoropropyl)-2-methoxy-N-[(2S)-1-prop-2-enylpyrrolidin-2-yl]methyl]benzamide,,Other,,,,,,,,,,,,,,,,,,,C19H27FN2O2,Small molecule; Desmethoxyfallypride - C19H27FN2O2,,5-(3-fluoropropyl)-2-methoxy-N-[[(2S)-1-prop-2-enylpyrrolidin-2-yl]methyl]benzamide
nps-datahub,404a890c-80a2-43fd-aac7-128294528f71,DHBP,Dridol; R 4749,,Other,,,,,,,,,,,,,,,,,,548-73-2,C22H22FN3O2,Small molecule; DHBP - C22H22FN3O2 - 548-73-2,,"3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one"
nps-datahub,7d33f000-7fd9-4cbe-87e2-bcb5799188e9,Fallypride,"5-(3-fluoropropyl)-2,3-dimethoxy-N-[[(2S)-1-prop-2-enylpyrrolidin-2-yl]methyl]benzamide",,Other,,,,,,,,,,,,,,,,,,166173-78-0,C20H29FN2O3,Small molecule; Fallypride - C20H29FN2O3 - 166173-78-0,,"5-(3-fluoropropyl)-2,3-dimethoxy-N-[[(2S)-1-prop-2-enylpyrrolidin-2-yl]methyl]benzamide"
nps-datahub,6a416b5b-4475-44db-bcd7-707a95163927,S 94,Elinol; Pacinol,,Other,,,,,,,,,,,,,,,,,,69-23-8,C22H26F3N3OS,Small molecule; S 94 - C22H26F3N3OS - 69-23-8,,2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol
nps-datahub,d9be672f-ddca-49f4-86bd-7b9cdc574a06,ALDO,Dozic; Haldol,,Other,,,,,,,,,,,,,,,,,,52-86-8,C21H23ClFNO2,Small molecule; ALDO - C21H23ClFNO2 - 52-86-8,,4-[4-(4-Chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one
nps-datahub,b6a74dc4-ad6c-446a-9d84-b8bf7691a6f5,XP 03,Nirvan; Neozine,,Other,,,,,,,,,,,,,,,,,,60-99-1,C19H24N2OS,Small molecule; XP 03 - C19H24N2OS - 60-99-1,,"(2R)-3-(2-methoxyphenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine"
nps-datahub,50e6de71-7a0e-4dd1-b3bf-df1f62720f52,Levosulpiride,N-[[(2R)-1-ethylpyrrolidin-2-yl]methyl]-2-methoxy-5-sulfamoylbenzamide; (S)-(-)-Sulpiride,,Other,,,,,,,,,,,,,,,,,,23672-07-3,C15H23N3O4S,Small molecule; Levosulpiride - C15H23N3O4S - 23672-07-3,,N-[[(2R)-1-ethylpyrrolidin-2-yl]methyl]-2-methoxy-5-sulfamoylbenzamide
nps-datahub,01bf931a-08f9-4234-848c-16f51b361bc2,S-805,HF3170; LW 3170,,Other,,,,,,,,,,,,,,,,,,1977-10-2,C18H18ClN3O,Small molecule; S-805 - C18H18ClN3O - 1977-10-2,,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine"
nps-datahub,7570b268-21d5-4d6b-8258-28a3ee2bd77c,Metiapine,"8-methyl-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzothiazepine; 8-methyl-6-(4-methylpiperazin-1-yl)benzo[b][1,5]benzothiazepine",,Other,,,,,,,,,,,,,,,,,,5800-19-1,C19H21N3S,Small molecule; Metiapine - C19H21N3S - 5800-19-1,,"8-methyl-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzothiazepine"
nps-datahub,3d85152d-1852-4e82-94ad-3b5c926339bb,R 1658,Meperon; Moperone,,Other,,,,,,,,,,,,,,,,,,1050-79-9,C22H27NO2,Small molecule; R 1658 - C22H27NO2 - 1050-79-9,,1-(4-fluorophenyl)-4-[4-hydroxy-4-(4-methylphenyl)piperidin-1-yl]butan-1-one
nps-datahub,b2ab5448-ab8f-472b-9e7e-55cef119fb78,N-(3-(4-Methyl-1-piperazinyl)propyl)phenothiazine,"Phenothiazine, 10-(3-(4-methyl-1-piperazinyl)propyl)-; P 725",,Other,,,,,,,,,,,,,,,,,,84-97-9,C20H25N3S,Small molecule; N-(3-(4-Methyl-1-piperazinyl)propyl)phenothiazine - C20H25N3S - 84-97-9,,10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine
nps-datahub,47f5e8ce-bd7f-43d4-bccb-6b6be59848c7,Aolept,RP 8909; IC 6002,,Other,,,,,,,,,,,,,,,,,,2622-26-6,C21H23N3OS,Small molecule; Aolept - C21H23N3OS - 2622-26-6,,10-[3-(4-hydroxypiperidin-1-yl)propyl]phenothiazine-2-carbonitrile
nps-datahub,2d3ef295-af30-49cc-b1e0-1782bdd07302,PZC,F-mon; Decentan,,Other,,,,,,,,,,,,,,,,,,58-39-9,C21H26ClN3OS,Small molecule; PZC - C21H26ClN3OS - 58-39-9,,4-[3-(2-chloro-10H-phenothiazin-10-yl)propyl]-1-piperazineethanol
nps-datahub,31eb2c01-dfe1-4175-854e-2d41e03ce9b1,R 3345,Dipiperal; Dipiperon,,Other,,,,,,,,,,,,,,,,,,1893-33-0,C21H30FN3O2,Small molecule; R 3345 - C21H30FN3O2 - 1893-33-0,,1-[4-(4-fluorophenyl)-4-oxobutyl]-4-piperidin-1-ylpiperidine-4-carboxamide
nps-datahub,97dbcb60-656c-4c31-8bec-7d6f7efe9389,Piperacetazine,"Ketone, 10-(3-(4-(2-hydroxyethyl)piperidino)propyl)phenothiazin-2-yl methyl; Ethanone, 1-(10-(3-(4-(2-hydroxyethyl)-1-piperidinyl)propyl)-10H-phenothiazin-2-yl)-",,Other,,,,,,,,,,,,,,,,,,3819-00-9,C24H30N2O2S,Small molecule; Piperacetazine - C24H30N2O2S - 3819-00-9,,1-[10-[3-[4-(2-hydroxyethyl)piperidin-1-yl]propyl]phenothiazin-2-yl]ethanone
nps-datahub,2bf12f4d-32a5-42da-9c16-6015d4041adb,Pipotiazine,"Pipothiazine; 10-[3-[4-(2-hydroxyethyl)piperidin-1-yl]propyl]-N,N-dimethylphenothiazine-2-sulfonamide",,Other,,,,,,,,,,,,,,,,,,39860-99-6,C24H33N3O3S2,Small molecule; Pipotiazine - C24H33N3O3S2 - 39860-99-6,,"10-[3-[4-(2-hydroxyethyl)piperidin-1-yl]propyl]-N,N-dimethylphenothiazine-2-sulfonamide"
nps-datahub,8ae791d1-d4cc-4d97-ae42-801ee7229818,Emelent,Nipodal; Temetid,,Other,,,,,,,,,,,,,,,,,,58-38-8,C20H24ClN3S,Small molecule; Emelent - C20H24ClN3S - 58-38-8,,2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine
nps-datahub,7708ad23-7d00-4628-998b-44ddde6db091,N-[3-(Dimethylamino)propyl]phenothiazine,"Phenothiazine, 10-[3-(dimethylamino)propyl]-; Phenothiazine, 10-(3-(dimethylamino)propyl)-",,Other,,,,,,,,,,,,,,,,,,58-40-2,C17H20N2S,Small molecule; N-[3-(Dimethylamino)propyl]phenothiazine - C17H20N2S - 58-40-2,,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine"
nps-datahub,f56a2066-aea7-442f-9374-d794a7926596,Raclopride,"(S)-Raclopride; (-)-(S)-3,5-Dichloro-N-((1-ethyl-2-pyrrolidinyl)methyl)-6-hydroxy-o-anisamide",,Other,,,,,,,,,,,,,,,,,,84225-95-6,C15H20Cl2N2O3,Small molecule; Raclopride - C15H20Cl2N2O3 - 84225-95-6,,"3,5-dichloro-N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-2-hydroxy-6-methoxybenzamide"
nps-datahub,97515711-8af5-4eb8-9028-52437123c6cf,E 525,R 5147; Spiperone,,Other,,,,,,,,,,,,,,,,,,749-02-0,C23H26FN3O2,Small molecule; E 525 - C23H26FN3O2 - 749-02-0,,"8-[4-(4-fluorophenyl)-4-oxobutyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one"
nps-datahub,f7988bcb-a9f6-4e49-8afc-9ccfa5628eb2,Inofal,Imagotan; Psychoson,,Other,,,,,,,,,,,,,,,,,,14759-06-9,C21H26N2O2S2,Small molecule; Inofal - C21H26N2O2S2 - 14759-06-9,,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfonylphenothiazine
nps-datahub,8c71530e-0f6e-473d-accb-daff15835371,Dartal,Dartalan; Thiopropazat,,Other,,,,,,,,,,,,,,,,,,84-06-0,C23H28ClN3O2S,Small molecule; Dartal - C23H28ClN3O2S - 84-06-0,,2-[4-[3-(2-chlorophenothiazin-10-yl)propyl]piperazin-1-yl]ethyl acetate
nps-datahub,e2366c3b-0980-490c-860a-d507f7ac3426,Vontil,RP 7843; Mazeptil,,Other,,,,,,,,,,,,,,,,,,316-81-4,C22H30N4O2S2,Small molecule; Vontil - C22H30N4O2S2 - 316-81-4,,"N,N-dimethyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine-2-sulfonamide"
nps-datahub,ac491c86-25f6-462f-8da7-f999172f7cc0,TP-21,Meleril; Sonapax,,Other,,,,,,,,,,,,,,,,,,50-52-2,C21H26N2S2,Small molecule; TP-21 - C21H26N2S2 - 50-52-2,,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfanylphenothiazine
nps-datahub,c37d1fc1-1900-4d45-aa6f-83f2cdc21f18,Timiperone,1-(4-Fluorophenyl)-4-[4-(2-thioxo-3H-benzimidazol-1-yl)-1-piperidyl]butan-1-one; 1-(4-fluorophenyl)-4-[4-(2-sulfanylidene-3H-benzimidazol-1-yl)piperidin-1-yl]butan-1-one,,Other,,,,,,,,,,,,,,,,,,57648-21-2,C22H24FN3OS,Small molecule; Timiperone - C22H24FN3OS - 57648-21-2,,1-(4-fluorophenyl)-4-[4-(2-sulfanylidene-3H-benzimidazol-1-yl)piperidin-1-yl]butan-1-one
nps-datahub,9915b760-6704-4b2e-b637-9c1dd9e5eace,TFP,RP 7623; Triflurin,,Other,,,,,,,,,,,,,,,,,,117-89-5,C21H24F3N3S,Small molecule; TFP - C21H24F3N3S - 117-89-5,,10-[3-(4-methylpiperazin-1-yl)propyl]-2-(trifluoromethyl)phenothiazine
nps-datahub,e57972b3-17f5-4944-b15d-82a9104344c1,P 459,R-2498; Trisedil,,Other,,,,,,,,,,,,,,,,,,749-13-3,C22H23F4NO2,Small molecule; P 459 - C22H23F4NO2 - 749-13-3,,1-(4-fluorophenyl)-4-[4-hydroxy-4-[3-(trifluoromethyl)phenyl]piperidin-1-yl]butan-1-one
nps-datahub,dff93833-a4b5-4e7a-b01f-d0f866186cc7,Siquil,Adazine; Psyquil,,Other,,,,,,,,,,,,,,,,,,146-54-3,C18H19F3N2S,Small molecule; Siquil - C18H19F3N2S - 146-54-3,,"N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine"
nps-datahub,196bdbf4-6f78-4f62-b3f0-bb022b5c3ae4,N-((1-Allyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-o-veratramide,"Veralipride; 2,3-dimethoxy-N-[(1-prop-2-enylpyrrolidin-2-yl)methyl]-5-sulfamoylbenzamide",,Other,,,,,,,,,,,,,,,,,,66644-81-3,C17H25N3O5S,Small molecule; N-((1-Allyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-o-veratramide - C17H25N3O5S - 66644-81-3,,"2,3-dimethoxy-N-[(1-prop-2-enylpyrrolidin-2-yl)methyl]-5-sulfamoylbenzamide"
nps-datahub,bb734a27-0553-4815-b4bb-5478b8ef2d28,Zuclopenthixol,"''cis''-(''Z'')-2-(4-(3-(2-chloro-9''H''-thioxanthen-9-ylidene)propyl)piperazin-1-yl)ethanol; 1-Piperazineethanol, 4-[3-(2-chloro-9H-thioxanthen-9-ylidene)propyl]-, (Z)-",,Other,,,,,,,,,,,,,,,,,,53772-83-1,C22H25ClN2OS,Small molecule; Zuclopenthixol - C22H25ClN2OS - 53772-83-1,,''cis''-(''Z'')-2-(4-(3-(2-chloro-9''H''-thioxanthen-9-ylidene)propyl)piperazin-1-yl)ethanol
nps-datahub,0f38554d-dd1d-4ae1-a9c4-61b07e67de50,4-acetyloxybutanoic acid,4-acetyloxybutanoic acid; 4-(Acetyloxy)butanoic acid,,Other,,,,,,,,,,,,,,,,,,26976-72-7,C6H10O4,Small molecule; 4-acetyloxybutanoic acid - C6H10O4 - 26976-72-7,,4-acetyloxybutanoic acid
