name,source_group,has_binding,has_functional,has_biased,has_oligomers,has_downstream,has_neuroimaging,has_pk_routes,has_conc_effect,has_metabolism,has_drug_interactions,has_pgx,has_tolerance,has_off_targets,has_identifiers,confidence
Metaxalone,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,low
Methadone,classical-opioids,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,high
Methallylescaline,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,medium
Methamnetamine,mdma-and-entactogens,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,no,medium
Methamphetamine,stimulants-amphetamines,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,high
Methaqualone,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Methcathinone,stimulants-cathinones,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,high
Methedrone,stimulants-amphetamines,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,medium
Methiodone,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
Methoxetamine,arylcyclohexylamines,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,high
Methoxmetamine,arylcyclohexylamines,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,low
Methoxphenidine,other-dissociatives,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,medium
Methoxyacetyl-fentanyl,designer-opioids,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,medium
Methoxydoisuthine,serotonergic-phenethylamine-psychedelics,no,no,no,no,no,no,no,no,no,no,no,no,no,no,low
Methoxyketamine,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
methyl L-tryptophanate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
METHYL-DOB,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
METHYL-MMDA-2,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
methylbutyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Methylene blue,nootropics-other,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
methylenedioxydeschlorobupropion,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Methylenedioxypyrovalerone,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Methylethylketamine,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
methylethyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Methylliberine,nootropics-other,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,yes,medium
Methylmethaqualone,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,low
Methylone,stimulants-cathinones,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Methylphenidate,stimulants-dat-inhibitors,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
Methylpropylketamine,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Methyprylon,gaba-depressants-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,low
Metizolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Metodesnitazene,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
Metonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
Mexamine,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
Mexazolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Mexedrone,mdma-and-entactogens,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
MGM-15,classical-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Midazolam,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
mipracetin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
MIPT,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Mirtazapine,prescription-psychiatrics,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,high
Mitragynine,classical-opioids,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Mk-801,other-dissociatives,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,high
ML-18,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
MMB-2201,cannabinoids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
MMDA,mdma-and-entactogens,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,low
MMDA-2,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
MMDA-3a,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
MMDA-3b,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
mmi-166,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Moclobemide,prescription-psychiatrics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Modafinil acid,stimulants-dat-inhibitors,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,high
Modafinil sulfone,stimulants-dat-inhibitors,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,high
Morpheridine,classical-opioids,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Morphine,classical-opioids,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,high
Mpa,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
MPPP,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
mrz-99030,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Mt-45,designer-opioids,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,yes,high
Mushrooms,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,high
MXiPr,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
MXP,other-dissociatives,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,high
MXPCP,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
MXPr,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Myristicin,mdma-and-entactogens,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,medium
"N,alpha-dimethyltryptamine",serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
"N,N-Diacyltryptamine",serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
"N,N-diethyltryptamine",serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
"N,N-Diethyltryptamine fumarate",serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
"N,N-Dimethyl-O-glucopyranuronosyl-5-hydroxytryptamine",serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-(1-Deoxy-1-fructosyl)tryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-(carbomethoxyacetyl)-4-S-chlorotryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-1-isopropyl-5-MeOT,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-1-isopropyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-[1H-INDOL-3-YL-ACETYL]GLYCINE ACID,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-acetyl-alpha-hydroxy-beta-oxotryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-acetyl-D-tryptophanate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-acetyl-β-oxotryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-acetylserotonin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-acetyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-Cbz-L-Tryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-Cbz-L-tryptophanamide,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-Desethylprotonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,high
N-desmethyl zolmitriptan,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,high
N-Ethylcathinone,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
N-Ethylpentedrone,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
N-Ethylpentylone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
N-Ethylphenethylamine hydrochloride,stimulants-amphetamines,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
N-Ethyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-Hydroxyl-tryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-mesyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-methyl-4-dimethylallyltryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-Methyl-Cyclazodone,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
N-methyl-N-allyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-methyl-N-isopropyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-methylphenethylamine,stimulants-amphetamines,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,medium
N-methylphenylethanolaminium,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
N-methyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,low
N-methyltryptamine hydrochloride,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
N-methyltyramine,stimulants-amphetamines,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,medium
N-pentyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
N-Pyrrolidino-etonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
N-Pyrrolidino-metonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
N-t-butyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
nafarelin acetate,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Naphyrone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Neb,stimulants-cathinones,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Nebracetam,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Nefiracetam,ampakines-and-racetams,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,medium
NET,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Nicomorphine,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,low
Nicotine,nootropics-other,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Nifoxipam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,low
Nimetazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,low
Nitazene,designer-opioids,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Nitemazepam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Nitrazepam,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
Nitrazolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,low
Nitrous,other-dissociatives,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
Nm-2-ai,mdma-and-entactogens,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
NMT,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Noctec,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
Noopept,nootropics-other,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
norbaeocystin,serotonergic-tryptamines-and-lsd,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,medium
Nordazepam,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
norepinephrine,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Norflurazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,medium
Norketamine,arylcyclohexylamines,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,high
normetanephrine,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
norpsilocin,serotonergic-tryptamines-and-lsd,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
NSI-189,nootropics-other,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,medium
O-desmethyltramadol,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,high
O-Methylsakambullin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
O-Methylsakerinol A,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
O-PCA,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
O-PCAl,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
O-PCcP,arylcyclohexylamines,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
O-PCE,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
O-PCEtOH,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
O-PCiPr,arylcyclohexylamines,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
O-PCP,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
O-PCPr,arylcyclohexylamines,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
octopamine,stimulants-amphetamines,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,medium
oglufanide,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Olanzapine,prescription-psychiatrics,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
Opium,classical-opioids,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,high
Org 26576,ampakines-and-racetams,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,low
ORTHO-DOT,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Oxazepam,benzos-and-z-drugs,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Oxazolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,low
oxedrine,stimulants-amphetamines,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,medium
oxidopamine,stimulants-amphetamines,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,high
Oxiracetam,ampakines-and-racetams,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
Oxycodone,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Oxymorphone,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
p-1946,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
P21,nootropics-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Pagoclone,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,low
Palfium,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,medium
Paprotrain,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Para-Methoxyamphetamine,stimulants-amphetamines,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,high
Parafluorobutyrfentanyl,designer-opioids,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,low
Parafluorofentanyl,designer-opioids,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,high
Paroxetine,prescription-psychiatrics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
PBC-264,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
PCP,arylcyclohexylamines,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,high
PD 165929,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
PD 168368,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
PD-135666,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
PD-140548,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
PD-149163,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
pd-176252,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
PD136450,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
PEA,stimulants-amphetamines,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,high
Pemoline,stimulants-amphetamines,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,high
penta-L-tryptophan,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
pentagastrin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Pentazocine,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,medium
Pentedrone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Pentobarbital,gaba-depressants-other,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,high
Pentylone,stimulants-cathinones,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
PEPA,ampakines-and-racetams,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,yes,medium
Pfbt,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
Phenazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
Phenazolam,benzos-and-z-drugs,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
Phendimetrazine,stimulants-dat-inhibitors,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
phenelzine,prescription-psychiatrics,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,medium
Phenethylamine,stimulants-amphetamines,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,high
Phenibut,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,high
Phenmetrazine,stimulants-dat-inhibitors,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
Phenobarbital,gaba-depressants-other,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,high
Phentermine,stimulants-amphetamines,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,high
Phentermine+Fenfluramine,stimulants-amphetamines,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,high
phenylephrine,stimulants-amphetamines,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
phenylethanolaminium,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Phenylpiracetam,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
Phenylpiracetam hydrazide,ampakines-and-racetams,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Picamilon,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,low
Pinazepam,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,high
Pipradrol,gaba-depressants-other,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
Piracetam,ampakines-and-racetams,no,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,high
Placdyl,gaba-depressants-other,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,low
Pma,stimulants-amphetamines,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,high
Podocarpamide,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
Polygala tenuifolia,nootropics-other,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,low
pr-924,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
pralmorelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Pramiracetam,ampakines-and-racetams,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,low
Prazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
Pregabalin,gaba-depressants-other,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,high
Pridefine,stimulants-dat-inhibitors,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,medium
PRL-8-53,nootropics-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,low
PRO-LAD,serotonergic-tryptamines-and-lsd,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Promethazine,deliriants-anticholinergics,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,high
Propionylvalindomycin,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,medium
Propofol,gaba-depressants-other,yes,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,high
Propoxyphene,classical-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,medium
Propranolol,gaba-depressants-other,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,high
Propylhexedrine,stimulants-amphetamines,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,medium
propylisopropyltryptamine,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Propylketamine,arylcyclohexylamines,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,low
Propylphenidate,stimulants-dat-inhibitors,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,low
Proscaline,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,low
Protonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,high
Pseudoephedrine,stimulants-amphetamines,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,high
Psilocin,mdma-and-entactogens,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,high
psilocybin,serotonergic-phenethylamine-psychedelics,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,yes,high
Pst,classical-opioids,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,high
Pterostilbene,nootropics-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,yes,medium
PYR-T,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Pyrazolam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
Pyritinol,nootropics-other,no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,medium
Pyrophenidone,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,low
Pyrrolidino-protonitazene,designer-opioids,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,high
Quazepam,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
Quetiapine,gaba-depressants-other,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,high
R-(-)-MDMA,mdma-and-entactogens,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
R396,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
RB-400,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Relamorelin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Remifentanil,designer-opioids,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,yes,high
Resedine,serotonergic-phenethylamine-psychedelics,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,low
RG3487,nootropics-other,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,medium
rhosin,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
Rilmazafone,benzos-and-z-drugs,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,medium
Rimcazole,prescription-psychiatrics,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,low
Ro 23-7014,serotonergic-tryptamines-and-lsd,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,low
